,id,type,gender,sexo,pessoa,idade
0,8063.0,F,F,1,0,45
2,8061.0,F,M,2,0,63
4,8058.0,J,E,0,1,19
5,8059.0,F,M,2,0,15
7,8056.0,F,M,2,0,30
9,8055.0,F,F,1,0,40
10,8053.0,F,F,1,0,42
12,8051.0,F,M,2,0,15
14,8048.0,F,M,2,0,69
15,8049.0,F,M,2,0,31
16,8047.0,F,F,1,0,40
19,8045.0,F,M,2,0,39
20,8043.0,F,M,2,0,47
21,8042.0,F,M,2,0,53
23,8039.0,F,F,1,0,15
24,8040.0,F,F,1,0,57
25,8038.0,F,M,2,0,15
26,8037.0,F,M,2,0,15
27,8034.0,F,M,2,0,22
28,8035.0,F,F,1,0,35
30,8033.0,F,F,1,0,23
32,8032.0,F,M,2,0,21
35,8029.0,F,M,2,0,55
38,8026.0,F,F,1,0,30
39,8024.0,F,F,1,0,15
40,8023.0,F,F,1,0,50
41,8022.0,F,M,2,0,56
42,8020.0,F,M,2,0,50
43,8021.0,F,F,1,0,32
44,8019.0,F,M,2,0,26
45,8016.0,F,M,2,0,37
48,8015.0,F,F,1,0,41
50,8013.0,F,M,2,0,30
51,8012.0,F,M,2,0,41
53,8011.0,F,F,1,0,38
54,8007.0,F,F,1,0,26
55,8008.0,F,F,1,0,27
57,8006.0,F,F,1,0,75
58,8004.0,F,M,2,0,19
60,8003.0,F,F,1,0,52
61,8002.0,F,M,2,0,67
62,7999.0,F,F,1,0,41
64,8000.0,F,M,2,0,23
66,7996.0,F,F,1,0,37
67,7997.0,F,M,2,0,66
68,7995.0,F,F,1,0,36
69,7994.0,F,F,1,0,44
71,7993.0,F,F,1,0,48
72,7991.0,F,F,1,0,44
73,7990.0,F,F,1,0,65
75,7989.0,F,F,1,0,41
76,7987.0,F,M,2,0,34
77,7985.0,F,M,2,0,41
79,7984.0,F,F,1,0,37
80,7983.0,F,M,2,0,38
81,7981.0,F,F,1,0,53
82,7982.0,F,F,1,0,33
83,7979.0,F,M,2,0,63
84,7980.0,F,M,2,0,50
85,7977.0,F,M,2,0,36
87,7976.0,F,F,1,0,43
88,7974.0,F,F,1,0,46
89,7975.0,F,F,1,0,30
90,7973.0,F,M,2,0,22
92,7912.0,F,M,2,0,40
94,7914.0,F,M,2,0,56
95,7915.0,F,F,1,0,30
97,7917.0,F,M,2,0,22
98,7918.0,F,M,2,0,46
100,7920.0,F,F,1,0,44
101,7921.0,F,F,1,0,52
102,7922.0,F,F,1,0,47
103,7923.0,F,F,1,0,43
105,7925.0,F,M,2,0,25
106,7926.0,F,M,2,0,45
107,7927.0,F,M,2,0,19
110,7930.0,F,M,2,0,40
112,7932.0,F,F,1,0,50
113,7933.0,F,F,1,0,54
114,7934.0,F,M,2,0,57
115,7935.0,F,F,1,0,45
116,7936.0,F,F,1,0,47
117,7937.0,F,M,2,0,61
118,7938.0,F,F,1,0,46
119,7939.0,F,M,2,0,49
120,7940.0,F,F,1,0,42
121,7941.0,F,M,2,0,39
122,7942.0,F,M,2,0,25
123,7943.0,F,F,1,0,48
124,7944.0,F,M,2,0,51
127,7947.0,F,F,1,0,41
128,8779.0,F,F,1,0,45
131,8777.0,F,M,2,0,70
133,8773.0,F,F,1,0,38
134,8774.0,F,F,1,0,28
135,8772.0,F,F,1,0,72
137,8770.0,F,F,1,0,42
138,8769.0,F,F,1,0,45
139,8768.0,F,F,1,0,47
140,8766.0,F,M,2,0,51
141,8767.0,F,M,2,0,43
142,8764.0,F,M,2,0,61
143,8765.0,F,M,2,0,49
144,8763.0,F,M,2,0,56
145,8762.0,F,M,2,0,25
146,8761.0,F,M,2,0,25
147,8760.0,F,M,2,0,42
149,8758.0,F,F,1,0,41
150,8757.0,F,M,2,0,33
152,8756.0,F,F,1,0,54
153,8754.0,F,F,1,0,45
155,8751.0,F,F,1,0,60
156,8752.0,F,F,1,0,35
157,8750.0,F,F,1,0,48
158,8748.0,F,M,2,0,15
159,8749.0,F,M,2,0,69
160,8747.0,F,F,1,0,49
164,8743.0,F,M,2,0,15
165,8741.0,F,F,1,0,50
166,8742.0,F,F,1,0,41
167,8738.0,F,F,1,0,40
168,8739.0,F,M,2,0,43
170,8737.0,F,F,1,0,60
171,8736.0,F,F,1,0,15
172,8735.0,F,M,2,0,31
174,8733.0,F,M,2,0,56
175,8732.0,F,F,1,0,37
176,8731.0,F,M,2,0,18
177,8729.0,F,F,1,0,68
179,8728.0,F,M,2,0,72
180,8064.0,F,M,2,0,38
182,7971.0,F,M,2,0,49
183,7970.0,F,F,1,0,62
185,7968.0,F,F,1,0,68
186,7967.0,F,M,2,0,29
187,7966.0,F,F,1,0,65
188,7965.0,F,F,1,0,37
189,7948.0,F,F,1,0,75
190,7949.0,F,F,1,0,41
192,7951.0,F,F,1,0,35
193,7952.0,F,F,1,0,15
195,7954.0,F,M,2,0,47
196,7955.0,F,F,1,0,50
197,7956.0,F,F,1,0,38
198,7957.0,F,M,2,0,51
201,7960.0,F,F,1,0,15
202,7961.0,F,F,1,0,30
203,7962.0,F,M,2,0,49
204,7963.0,F,M,2,0,36
205,7964.0,F,M,2,0,41
206,8814.0,F,F,1,0,15
207,8815.0,F,M,2,0,75
208,8813.0,F,F,1,0,15
209,8812.0,F,M,2,0,31
211,8810.0,F,M,2,0,24
215,8806.0,F,F,1,0,15
216,8804.0,F,F,1,0,61
218,8803.0,F,F,1,0,40
219,8802.0,F,F,1,0,15
220,8801.0,F,M,2,0,34
222,8799.0,F,F,1,0,36
224,8797.0,F,M,2,0,64
225,8796.0,F,F,1,0,37
226,8794.0,F,M,2,0,15
227,8795.0,F,F,1,0,53
229,8792.0,F,M,2,0,37
232,8789.0,F,M,2,0,19
233,8787.0,F,M,2,0,55
234,8788.0,F,M,2,0,40
236,8786.0,F,M,2,0,30
237,8784.0,F,F,1,0,33
239,8783.0,F,F,1,0,65
240,8781.0,F,F,1,0,27
241,8780.0,F,M,2,0,33
242,8726.0,F,F,1,0,44
243,8727.0,F,F,1,0,75
246,8723.0,F,F,1,0,72
247,8722.0,F,M,2,0,33
248,8720.0,F,F,1,0,33
249,8721.0,F,F,1,0,67
250,8718.0,F,M,2,0,27
251,8719.0,F,M,2,0,66
253,8716.0,F,M,2,0,24
254,8715.0,F,M,2,0,38
255,8714.0,F,M,2,0,29
257,8712.0,F,F,1,0,40
258,8711.0,F,M,2,0,54
259,8709.0,F,M,2,0,56
261,8707.0,F,M,2,0,49
262,8708.0,F,F,1,0,60
263,8706.0,F,F,1,0,69
264,8705.0,F,M,2,0,28
265,8704.0,F,M,2,0,35
266,8703.0,F,M,2,0,73
268,8066.0,F,F,1,0,41
269,8067.0,F,F,1,0,52
270,8068.0,F,M,2,0,27
271,8069.0,F,M,2,0,44
272,8070.0,F,F,1,0,40
273,8071.0,F,M,2,0,70
274,8072.0,F,F,1,0,49
276,8074.0,F,F,1,0,20
277,8075.0,F,F,1,0,55
278,8076.0,F,F,1,0,26
280,8078.0,F,F,1,0,34
281,8079.0,F,M,2,0,15
282,8080.0,F,M,2,0,15
283,8081.0,F,M,2,0,35
285,8083.0,F,M,2,0,55
288,8086.0,F,M,2,0,15
290,8088.0,F,M,2,0,75
293,8091.0,F,M,2,0,15
294,8092.0,F,M,2,0,45
295,8093.0,F,F,1,0,38
296,8094.0,F,F,1,0,40
297,8095.0,F,M,2,0,58
298,8096.0,F,F,1,0,33
299,8097.0,F,F,1,0,58
300,8098.0,F,F,1,0,63
301,8099.0,F,M,2,0,46
302,8100.0,F,F,1,0,37
303,8101.0,F,F,1,0,40
305,8103.0,J,E,0,1,21
306,8104.0,F,F,1,0,26
308,8106.0,F,F,1,0,43
309,8107.0,F,M,2,0,25
310,8108.0,F,M,2,0,36
311,8109.0,F,F,1,0,40
313,8111.0,F,M,2,0,34
314,8112.0,F,M,2,0,51
315,8113.0,F,M,2,0,35
316,8114.0,F,M,2,0,41
317,8115.0,F,F,1,0,55
318,8116.0,F,M,2,0,60
319,8117.0,F,F,1,0,65
321,8119.0,F,M,2,0,39
322,8120.0,F,F,1,0,52
324,8122.0,F,F,1,0,75
326,8124.0,F,M,2,0,48
327,8125.0,F,M,2,0,52
328,8126.0,F,M,2,0,59
330,8128.0,F,F,1,0,54
331,8129.0,F,M,2,0,50
333,8131.0,F,F,1,0,27
335,8133.0,F,F,1,0,56
336,8134.0,F,M,2,0,53
337,8135.0,F,F,1,0,32
338,8136.0,F,F,1,0,39
339,8137.0,J,E,0,1,15
340,8138.0,F,F,1,0,49
341,8139.0,F,F,1,0,35
342,8140.0,F,F,1,0,75
344,8142.0,F,F,1,0,54
345,8143.0,F,M,2,0,44
347,8145.0,F,M,2,0,21
348,8146.0,F,F,1,0,38
349,8147.0,F,F,1,0,49
350,8148.0,F,F,1,0,55
351,8149.0,F,F,1,0,45
352,8150.0,F,F,1,0,40
353,8151.0,F,F,1,0,25
354,8152.0,F,F,1,0,23
355,8153.0,F,M,2,0,40
356,8154.0,F,M,2,0,29
357,8155.0,F,M,2,0,40
359,8157.0,F,F,1,0,35
367,8165.0,F,F,1,0,53
369,8167.0,F,M,2,0,57
371,8169.0,F,F,1,0,38
389,8187.0,F,F,1,0,23
393,8191.0,F,F,1,0,52
395,8193.0,F,F,1,0,43
396,8194.0,F,M,2,0,40
397,8195.0,F,F,1,0,36
398,8196.0,J,E,0,1,19
399,8197.0,F,F,1,0,15
400,8198.0,F,M,2,0,15
403,8201.0,F,M,2,0,15
404,8202.0,F,F,1,0,52
415,8213.0,F,F,1,0,46
419,8217.0,F,M,2,0,42
420,8218.0,F,F,1,0,15
422,8220.0,F,M,2,0,44
423,8221.0,F,M,2,0,58
424,8222.0,F,M,2,0,15
425,8223.0,F,M,2,0,32
426,8224.0,F,M,2,0,49
427,8225.0,F,M,2,0,38
428,8226.0,F,F,1,0,63
429,8227.0,F,F,1,0,55
431,8229.0,F,M,2,0,24
433,8231.0,F,M,2,0,24
434,8232.0,F,F,1,0,36
436,8234.0,F,M,2,0,40
437,8235.0,F,F,1,0,36
438,8236.0,F,M,2,0,48
439,8237.0,F,F,1,0,21
441,8239.0,F,F,1,0,41
442,8240.0,F,M,2,0,21
444,8242.0,F,F,1,0,15
445,8243.0,F,M,2,0,31
446,8244.0,F,M,2,0,38
447,8245.0,F,F,1,0,15
448,8246.0,F,M,2,0,48
449,8247.0,F,F,1,0,36
455,8253.0,F,M,2,0,42
456,8254.0,F,M,2,0,39
459,8257.0,F,F,1,0,15
460,8258.0,F,M,2,0,15
461,8259.0,F,M,2,0,67
464,8262.0,F,M,2,0,53
465,8263.0,F,M,2,0,50
467,8265.0,F,F,1,0,38
468,8266.0,F,M,2,0,22
469,8267.0,J,E,0,1,32
470,8268.0,F,F,1,0,43
473,8271.0,F,M,2,0,62
475,8273.0,F,M,2,0,41
476,8274.0,F,F,1,0,28
477,8275.0,F,M,2,0,19
478,8276.0,F,F,1,0,47
481,8279.0,F,M,2,0,15
489,8287.0,F,M,2,0,15
492,8290.0,F,M,2,0,68
494,8292.0,F,M,2,0,40
495,8293.0,F,M,2,0,70
496,8294.0,F,M,2,0,70
497,8295.0,F,M,2,0,48
498,8296.0,F,M,2,0,35
500,8298.0,F,M,2,0,29
501,8299.0,F,F,1,0,47
502,8300.0,F,F,1,0,52
503,8301.0,F,F,1,0,42
504,8302.0,F,F,1,0,38
506,8304.0,F,F,1,0,41
507,8305.0,F,F,1,0,66
517,8315.0,F,M,2,0,34
518,8316.0,F,F,1,0,46
521,8319.0,F,M,2,0,50
522,8320.0,F,M,2,0,38
523,8321.0,F,F,1,0,45
524,8322.0,F,M,2,0,40
525,8323.0,F,M,2,0,50
526,8324.0,F,F,1,0,65
527,8325.0,F,F,1,0,42
529,8327.0,F,M,2,0,30
532,8330.0,F,M,2,0,50
533,8331.0,F,F,1,0,53
534,8332.0,F,M,2,0,34
536,8334.0,F,F,1,0,67
538,8336.0,F,M,2,0,72
539,8337.0,F,F,1,0,49
540,8338.0,F,F,1,0,58
541,8339.0,F,F,1,0,46
542,8340.0,F,M,2,0,37
543,8341.0,F,F,1,0,43
544,8342.0,F,M,2,0,75
546,8344.0,F,M,2,0,15
547,8345.0,F,F,1,0,59
548,8346.0,F,M,2,0,52
549,8347.0,F,F,1,0,37
550,8348.0,F,M,2,0,47
552,8350.0,F,M,2,0,50
553,8351.0,F,F,1,0,74
556,8354.0,F,F,1,0,65
559,8357.0,F,M,2,0,23
560,8358.0,F,M,2,0,61
562,8360.0,F,F,1,0,46
563,8361.0,F,M,2,0,15
565,8363.0,F,M,2,0,27
566,8364.0,F,F,1,0,52
567,8365.0,F,M,2,0,41
570,8368.0,F,F,1,0,42
571,8369.0,F,F,1,0,45
572,8370.0,F,F,1,0,41
573,8371.0,F,F,1,0,45
574,8372.0,F,F,1,0,15
575,8373.0,F,F,1,0,62
576,8374.0,F,M,2,0,23
578,8376.0,F,F,1,0,32
579,8377.0,F,F,1,0,50
580,8378.0,F,M,2,0,38
581,8379.0,F,F,1,0,35
583,8381.0,F,M,2,0,29
584,8382.0,F,M,2,0,34
585,8383.0,F,M,2,0,15
586,8384.0,F,M,2,0,15
588,8386.0,F,F,1,0,52
589,8387.0,F,M,2,0,39
590,8388.0,F,F,1,0,61
591,8389.0,F,M,2,0,62
593,8391.0,F,M,2,0,32
606,8404.0,F,M,2,0,37
624,8422.0,F,F,1,0,36
629,8427.0,F,F,1,0,52
630,8428.0,F,M,2,0,50
632,8430.0,F,M,2,0,42
633,8431.0,F,F,1,0,65
634,8432.0,F,F,1,0,39
635,8433.0,F,M,2,0,54
639,8437.0,F,M,2,0,15
647,8445.0,F,F,1,0,37
648,8446.0,F,F,1,0,59
649,8447.0,F,M,2,0,31
650,8448.0,F,M,2,0,30
653,8451.0,F,M,2,0,54
654,8452.0,F,F,1,0,35
655,8453.0,F,M,2,0,62
656,8454.0,F,F,1,0,33
657,8455.0,F,F,1,0,34
659,8457.0,F,M,2,0,41
660,8458.0,F,F,1,0,42
661,8459.0,F,F,1,0,54
663,8461.0,F,F,1,0,44
664,8462.0,F,F,1,0,27
669,8467.0,F,M,2,0,37
670,8468.0,F,F,1,0,37
671,8469.0,F,M,2,0,28
672,8470.0,F,M,2,0,38
673,8471.0,F,M,2,0,47
674,8472.0,F,F,1,0,67
675,8473.0,F,M,2,0,75
676,8474.0,F,M,2,0,22
677,8475.0,F,F,1,0,24
678,8476.0,F,M,2,0,47
680,8478.0,F,F,1,0,49
681,8479.0,F,M,2,0,28
684,8482.0,F,M,2,0,37
686,8484.0,F,F,1,0,34
687,8485.0,F,F,1,0,43
688,8486.0,F,M,2,0,40
689,8487.0,F,M,2,0,61
690,8488.0,F,M,2,0,33
691,8489.0,F,M,2,0,48
692,8490.0,F,F,1,0,23
694,8492.0,F,M,2,0,15
696,8494.0,F,M,2,0,61
697,8495.0,F,F,1,0,55
699,8497.0,F,M,2,0,23
700,8498.0,F,M,2,0,34
701,8499.0,F,M,2,0,62
702,8500.0,F,F,1,0,53
704,8502.0,F,F,1,0,45
705,8503.0,F,M,2,0,35
706,8504.0,F,M,2,0,35
708,8506.0,F,F,1,0,15
710,8508.0,F,M,2,0,50
711,8509.0,F,F,1,0,75
712,8510.0,F,M,2,0,40
713,8511.0,F,M,2,0,25
714,8512.0,F,F,1,0,15
715,8513.0,F,F,1,0,44
716,8514.0,F,M,2,0,28
717,8515.0,F,M,2,0,61
718,8516.0,F,F,1,0,15
719,8517.0,F,F,1,0,36
720,8518.0,F,M,2,0,49
721,8519.0,F,F,1,0,35
724,8522.0,F,F,1,0,64
725,8523.0,F,M,2,0,33
726,8524.0,F,F,1,0,38
728,8526.0,F,F,1,0,50
730,8528.0,F,M,2,0,45
731,8529.0,F,F,1,0,44
732,8530.0,F,M,2,0,59
734,8532.0,F,F,1,0,74
735,8533.0,F,M,2,0,21
737,8535.0,F,F,1,0,45
738,8536.0,F,F,1,0,31
739,8537.0,F,M,2,0,44
740,8538.0,F,M,2,0,33
741,8539.0,F,F,1,0,22
742,8540.0,F,M,2,0,19
744,8542.0,F,M,2,0,35
745,8543.0,J,E,0,1,15
746,8544.0,F,M,2,0,43
747,8545.0,F,F,1,0,37
748,8546.0,F,M,2,0,44
751,8549.0,F,M,2,0,70
752,8550.0,F,F,1,0,31
753,8551.0,F,F,1,0,61
756,8554.0,F,F,1,0,61
757,8555.0,F,M,2,0,15
759,8557.0,F,F,1,0,50
760,8558.0,F,F,1,0,36
763,8561.0,J,E,0,1,19
764,8562.0,F,F,1,0,37
765,8563.0,F,M,2,0,56
766,8564.0,F,M,2,0,24
767,8565.0,F,F,1,0,38
770,8568.0,F,M,2,0,45
771,8569.0,F,M,2,0,45
772,8570.0,F,M,2,0,34
774,8572.0,F,F,1,0,66
775,8573.0,F,F,1,0,35
776,8574.0,F,M,2,0,60
779,8577.0,F,F,1,0,27
781,8579.0,F,M,2,0,38
793,8591.0,F,M,2,0,43
794,8592.0,F,M,2,0,50
798,8596.0,F,F,1,0,48
799,8597.0,J,E,0,1,19
800,8598.0,F,M,2,0,72
803,8601.0,F,M,2,0,75
804,8602.0,F,M,2,0,15
805,8603.0,F,F,1,0,58
806,8604.0,F,F,1,0,44
807,8605.0,F,F,1,0,39
808,8606.0,F,M,2,0,56
809,8607.0,F,M,2,0,75
810,8608.0,F,F,1,0,39
811,8609.0,F,M,2,0,41
813,8611.0,F,M,2,0,41
814,8612.0,F,F,1,0,47
815,8613.0,F,F,1,0,40
816,8614.0,F,F,1,0,48
817,8615.0,F,M,2,0,46
819,8617.0,F,M,2,0,41
820,8618.0,F,M,2,0,56
824,8622.0,F,M,2,0,25
826,8624.0,F,M,2,0,37
828,8626.0,F,M,2,0,64
829,8627.0,F,M,2,0,43
830,8628.0,F,F,1,0,57
831,8629.0,F,M,2,0,27
832,8630.0,F,M,2,0,33
833,8631.0,F,M,2,0,40
834,8632.0,F,M,2,0,25
839,8637.0,F,M,2,0,15
840,8638.0,F,M,2,0,67
841,8639.0,F,F,1,0,44
842,8640.0,F,F,1,0,27
843,8641.0,F,M,2,0,21
844,8642.0,F,M,2,0,52
845,8643.0,F,M,2,0,74
846,8644.0,F,F,1,0,34
847,8645.0,F,F,1,0,56
851,8649.0,F,M,2,0,57
853,8651.0,F,M,2,0,39
854,8652.0,F,M,2,0,60
855,8653.0,F,M,2,0,50
858,8656.0,F,M,2,0,41
859,8657.0,F,M,2,0,36
860,8658.0,F,F,1,0,39
861,8659.0,F,M,2,0,34
862,8660.0,F,M,2,0,15
863,8661.0,J,E,0,1,15
864,8662.0,F,F,1,0,52
866,8664.0,F,F,1,0,50
868,8666.0,F,F,1,0,62
869,8667.0,F,F,1,0,22
872,8670.0,F,F,1,0,60
875,8673.0,F,M,2,0,15
876,8674.0,F,M,2,0,15
877,8675.0,F,M,2,0,31
879,8677.0,F,F,1,0,68
880,8678.0,F,M,2,0,55
881,8679.0,F,F,1,0,26
882,8680.0,F,M,2,0,15
883,8681.0,F,M,2,0,25
885,8683.0,F,M,2,0,75
886,8684.0,F,F,1,0,38
887,8685.0,F,M,2,0,75
888,8686.0,F,M,2,0,31
889,8687.0,F,M,2,0,31
890,8688.0,F,F,1,0,67
892,8690.0,F,M,2,0,37
893,8691.0,F,F,1,0,34
894,8692.0,F,M,2,0,67
895,8693.0,F,M,2,0,15
896,8694.0,F,M,2,0,34
897,8695.0,F,F,1,0,63
899,8697.0,F,F,1,0,62
902,8700.0,F,F,1,0,49
903,8701.0,F,F,1,0,34
904,8702.0,F,M,2,0,68
905,8866.0,F,F,1,0,41
906,8865.0,F,F,1,0,66
907,8864.0,F,F,1,0,49
909,8862.0,F,M,2,0,66
911,8860.0,F,M,2,0,49
912,8859.0,F,M,2,0,24
913,8858.0,F,F,1,0,38
914,8857.0,F,M,2,0,55
915,8856.0,F,F,1,0,29
917,8854.0,F,M,2,0,15
920,8851.0,J,E,0,1,15
921,8850.0,F,M,2,0,15
922,8849.0,F,F,1,0,56
923,8848.0,F,F,1,0,50
929,8842.0,F,F,1,0,35
931,8840.0,F,M,2,0,35
932,8839.0,F,M,2,0,44
933,8838.0,F,F,1,0,15
935,8836.0,F,M,2,0,15
936,8835.0,F,M,2,0,45
938,8833.0,F,M,2,0,59
939,8832.0,F,F,1,0,15
942,8829.0,F,F,1,0,49
943,8828.0,F,M,2,0,31
945,8826.0,F,F,1,0,40
947,8824.0,J,E,0,1,23
948,8823.0,F,F,1,0,44
949,8822.0,F,F,1,0,64
951,8820.0,F,M,2,0,56
952,8816.0,F,F,1,0,40
953,8817.0,F,F,1,0,53
954,8818.0,F,M,2,0,58
955,8819.0,F,F,1,0,19
957,8942.0,F,M,2,0,60
959,8940.0,F,F,1,0,15
961,8938.0,F,F,1,0,67
963,8936.0,F,M,2,0,36
965,8934.0,F,M,2,0,22
967,8932.0,F,M,2,0,22
968,8931.0,F,F,1,0,49
970,8929.0,F,F,1,0,58
973,8926.0,F,M,2,0,48
974,8925.0,F,M,2,0,72
975,8924.0,F,M,2,0,35
976,8923.0,F,M,2,0,37
982,8917.0,F,F,1,0,34
985,8914.0,F,F,1,0,15
986,8913.0,F,M,2,0,39
987,8912.0,F,M,2,0,50
988,8911.0,F,M,2,0,50
990,8909.0,F,F,1,0,39
991,8908.0,F,F,1,0,55
993,8906.0,F,F,1,0,41
994,8905.0,F,M,2,0,58
996,8903.0,F,M,2,0,15
997,8902.0,F,M,2,0,47
999,8900.0,F,F,1,0,44
1000,8899.0,F,F,1,0,35
1002,8897.0,F,M,2,0,15
1003,8896.0,F,F,1,0,15
1004,8895.0,F,F,1,0,44
1005,8894.0,F,F,1,0,40
1007,8892.0,F,M,2,0,75
1010,8889.0,F,F,1,0,39
1011,8888.0,F,M,2,0,65
1012,8887.0,F,F,1,0,66
1013,8886.0,F,F,1,0,15
1014,8885.0,F,M,2,0,15
1016,8883.0,F,F,1,0,28
1017,8882.0,F,F,1,0,47
1018,8881.0,F,F,1,0,35
1019,8880.0,F,M,2,0,35
1021,8878.0,F,F,1,0,54
1023,8876.0,F,M,2,0,72
1024,8875.0,F,F,1,0,60
1025,8874.0,F,F,1,0,15
1026,8873.0,F,F,1,0,58
1027,8872.0,F,F,1,0,47
1028,8871.0,F,F,1,0,66
1030,8868.0,F,F,1,0,19
1032,8870.0,F,M,2,0,57
1035,9019.0,F,M,2,0,58
1037,9017.0,F,M,2,0,42
1040,9014.0,F,F,1,0,70
1041,9013.0,F,M,2,0,25
1042,9012.0,F,M,2,0,31
1043,9011.0,F,F,1,0,47
1045,9009.0,F,M,2,0,64
1046,9008.0,F,F,1,0,69
1047,9007.0,F,F,1,0,46
1049,9005.0,F,M,2,0,26
1050,9004.0,F,F,1,0,53
1051,9003.0,F,M,2,0,46
1052,9002.0,F,M,2,0,43
1053,9001.0,F,F,1,0,43
1054,9000.0,F,F,1,0,62
1055,8999.0,F,M,2,0,36
1056,8998.0,F,M,2,0,42
1058,8996.0,F,F,1,0,50
1059,8995.0,F,M,2,0,35
1060,8994.0,F,M,2,0,42
1061,8993.0,F,F,1,0,40
1062,8992.0,F,M,2,0,32
1063,8991.0,F,F,1,0,15
1065,8989.0,F,F,1,0,38
1066,8988.0,F,M,2,0,56
1068,8986.0,F,M,2,0,36
1069,8985.0,F,M,2,0,31
1077,8977.0,F,M,2,0,34
1079,8975.0,F,F,1,0,64
1080,8974.0,F,F,1,0,25
1081,8973.0,F,F,1,0,31
1082,8972.0,F,M,2,0,24
1083,8971.0,F,M,2,0,36
1085,8969.0,F,F,1,0,66
1086,8968.0,F,M,2,0,50
1087,8967.0,F,F,1,0,67
1089,8965.0,F,M,2,0,37
1090,8964.0,F,M,2,0,41
1091,8963.0,F,F,1,0,54
1092,8962.0,F,F,1,0,36
1093,8961.0,F,F,1,0,40
1095,8959.0,F,M,2,0,42
1096,8958.0,F,F,1,0,21
1097,8957.0,F,M,2,0,42
1100,8954.0,F,M,2,0,15
1101,8953.0,F,M,2,0,25
1102,8952.0,F,M,2,0,15
1104,8950.0,F,M,2,0,37
1105,8949.0,F,F,1,0,43
1107,8945.0,F,M,2,0,41
1109,8947.0,F,M,2,0,28
1110,8948.0,F,F,1,0,31
1111,9119.0,F,M,2,0,47
1114,9116.0,F,M,2,0,37
1115,9115.0,F,F,1,0,38
1116,9114.0,F,M,2,0,34
1117,9113.0,F,F,1,0,46
1121,9109.0,F,M,2,0,52
1123,9107.0,F,F,1,0,23
1124,9106.0,F,M,2,0,45
1125,9105.0,F,M,2,0,19
1126,9104.0,F,F,1,0,27
1127,9103.0,F,F,1,0,60
1128,9102.0,F,F,1,0,25
1129,9101.0,F,M,2,0,15
1130,9100.0,F,F,1,0,45
1131,9099.0,F,F,1,0,27
1132,9098.0,F,M,2,0,29
1137,9093.0,F,M,2,0,41
1138,9092.0,F,F,1,0,60
1139,9091.0,F,F,1,0,49
1140,9090.0,F,F,1,0,49
1144,9086.0,F,F,1,0,67
1145,9085.0,F,F,1,0,27
1151,9079.0,F,F,1,0,34
1154,9076.0,F,M,2,0,31
1155,9075.0,F,F,1,0,30
1156,9074.0,F,F,1,0,71
1157,9073.0,F,M,2,0,67
1158,9072.0,F,F,1,0,54
1161,9069.0,J,E,0,1,19
1163,9067.0,F,F,1,0,27
1164,9066.0,F,F,1,0,15
1165,9065.0,F,F,1,0,38
1166,9064.0,F,M,2,0,55
1167,9063.0,F,M,2,0,51
1168,9062.0,F,F,1,0,55
1169,9061.0,F,M,2,0,41
1170,9060.0,F,F,1,0,62
1176,9054.0,F,M,2,0,52
1177,9053.0,F,M,2,0,49
1179,9051.0,F,M,2,0,45
1183,9047.0,F,M,2,0,39
1197,9035.0,F,F,1,0,67
1207,9045.0,F,F,1,0,43
1208,9046.0,F,M,2,0,26
1210,9186.0,F,M,2,0,41
1212,9184.0,F,M,2,0,33
1213,9183.0,F,M,2,0,41
1214,9182.0,F,M,2,0,75
1215,9181.0,F,F,1,0,27
1216,9179.0,F,M,2,0,50
1217,9180.0,F,M,2,0,47
1219,9177.0,F,M,2,0,29
1220,9176.0,F,F,1,0,35
1221,9175.0,F,F,1,0,43
1222,9174.0,F,F,1,0,52
1223,9173.0,F,F,1,0,35
1224,9172.0,F,M,2,0,37
1225,9171.0,F,F,1,0,22
1226,9170.0,F,M,2,0,64
1227,9169.0,F,M,2,0,50
1230,9166.0,F,M,2,0,33
1231,9165.0,F,F,1,0,24
1232,9164.0,F,F,1,0,37
1236,9160.0,F,F,1,0,42
1237,9159.0,F,F,1,0,38
1239,9157.0,F,F,1,0,50
1240,9156.0,F,F,1,0,50
1241,9155.0,F,F,1,0,40
1242,9154.0,F,F,1,0,47
1245,9151.0,F,M,2,0,36
1246,9150.0,F,M,2,0,26
1247,9149.0,F,M,2,0,71
1248,9148.0,F,F,1,0,49
1249,9147.0,F,M,2,0,52
1250,9146.0,F,F,1,0,60
1251,9145.0,F,M,2,0,49
1252,9144.0,F,M,2,0,40
1253,9143.0,F,M,2,0,31
1254,9142.0,F,M,2,0,28
1255,9141.0,F,F,1,0,39
1258,9138.0,F,F,1,0,39
1265,9131.0,F,F,1,0,26
1270,9123.0,F,M,2,0,21
1274,9127.0,F,F,1,0,22
1275,9128.0,F,F,1,0,31
1277,9256.0,J,E,0,1,39
1278,9255.0,F,F,1,0,28
1279,9253.0,F,M,2,0,60
1280,9254.0,F,F,1,0,50
1282,9251.0,F,F,1,0,15
1284,9249.0,F,F,1,0,22
1288,9245.0,F,F,1,0,35
1290,9243.0,F,M,2,0,27
1295,9238.0,F,F,1,0,15
1301,9232.0,F,F,1,0,41
1302,9231.0,F,M,2,0,45
1303,9230.0,F,M,2,0,22
1304,9229.0,F,M,2,0,15
1306,9227.0,F,F,1,0,68
1307,9226.0,F,F,1,0,65
1308,9225.0,F,M,2,0,55
1309,9224.0,F,M,2,0,34
