,id,type,gender,sexo,pessoa,idade
1310,9223.0,F,M,2,0,15
1311,9222.0,F,M,2,0,48
1312,9221.0,F,M,2,0,38
1313,9220.0,F,M,2,0,33
1314,9219.0,F,M,2,0,60
1316,9217.0,F,M,2,0,33
1319,9214.0,F,F,1,0,66
1320,9213.0,F,M,2,0,29
1323,9210.0,F,F,1,0,26
1324,9209.0,F,M,2,0,34
1325,9208.0,F,F,1,0,56
1328,9205.0,F,F,1,0,32
1330,9203.0,F,M,2,0,58
1331,9202.0,F,M,2,0,40
1332,9201.0,F,M,2,0,36
1333,9200.0,F,M,2,0,45
1338,9195.0,F,M,2,0,67
1340,9193.0,J,E,0,1,20
1341,9192.0,F,M,2,0,51
1342,9191.0,F,M,2,0,27
1343,9188.0,F,F,1,0,35
1345,9190.0,F,F,1,0,62
1346,9340.0,F,M,2,0,50
1347,9339.0,F,F,1,0,59
1352,9334.0,F,F,1,0,15
1353,9333.0,F,M,2,0,72
1355,9331.0,F,M,2,0,59
1356,9330.0,F,M,2,0,40
1358,9329.0,F,F,1,0,43
1359,9327.0,F,F,1,0,33
1360,9326.0,F,F,1,0,15
1362,9324.0,F,M,2,0,44
1368,9318.0,F,F,1,0,47
1369,9317.0,F,F,1,0,30
1370,9316.0,F,F,1,0,61
1373,9313.0,F,M,2,0,30
1379,9307.0,F,M,2,0,15
1380,9306.0,F,M,2,0,15
1381,9305.0,F,M,2,0,45
1382,9304.0,F,F,1,0,21
1383,9303.0,F,F,1,0,37
1384,9302.0,F,F,1,0,40
1385,9301.0,F,F,1,0,15
1386,9300.0,F,M,2,0,53
1387,9299.0,F,F,1,0,44
1388,9298.0,F,M,2,0,50
1389,9297.0,F,F,1,0,58
1391,9295.0,F,F,1,0,50
1392,9294.0,F,M,2,0,60
1393,9293.0,F,F,1,0,37
1395,9291.0,F,F,1,0,47
1396,9290.0,F,M,2,0,38
1400,9286.0,F,F,1,0,66
1401,9285.0,F,F,1,0,47
1402,9284.0,F,F,1,0,42
1403,9283.0,F,M,2,0,40
1404,9282.0,F,M,2,0,34
1421,9265.0,F,M,2,0,49
1424,9262.0,J,E,0,1,27
1425,9257.0,F,M,2,0,28
1426,9258.0,F,F,1,0,50
1427,9259.0,F,M,2,0,15
1428,9260.0,F,M,2,0,15
1429,9261.0,F,M,2,0,39
1430,9416.0,F,F,1,0,45
1437,9409.0,F,F,1,0,49
1440,9406.0,F,F,1,0,40
1442,9404.0,F,F,1,0,66
1447,9399.0,F,M,2,0,37
1448,9398.0,F,F,1,0,34
1450,9396.0,F,M,2,0,63
1451,9395.0,F,F,1,0,42
1452,9394.0,F,M,2,0,36
1453,9393.0,F,M,2,0,50
1454,9392.0,F,M,2,0,15
1455,9391.0,F,M,2,0,47
1456,9390.0,F,M,2,0,43
1457,9389.0,F,F,1,0,19
1458,9388.0,F,M,2,0,25
1463,9383.0,F,F,1,0,28
1466,9380.0,F,F,1,0,50
1468,9378.0,F,M,2,0,50
1470,9376.0,F,M,2,0,38
1471,9375.0,F,F,1,0,42
1472,9374.0,F,F,1,0,39
1475,9371.0,F,M,2,0,39
1476,9370.0,F,M,2,0,51
1477,9369.0,F,M,2,0,40
1478,9368.0,F,M,2,0,34
1479,9367.0,F,M,2,0,31
1480,9366.0,F,M,2,0,73
1482,9364.0,F,M,2,0,28
1485,9361.0,F,F,1,0,33
1486,9360.0,F,M,2,0,41
1487,9359.0,F,M,2,0,35
1488,9358.0,F,M,2,0,37
1489,9357.0,F,F,1,0,37
1490,9356.0,F,M,2,0,57
1491,9355.0,F,M,2,0,49
1492,9354.0,F,M,2,0,59
1493,9353.0,F,F,1,0,46
1494,9352.0,F,M,2,0,70
1495,9351.0,F,F,1,0,30
1501,9345.0,F,M,2,0,57
1507,9498.0,F,M,2,0,56
1508,9497.0,F,M,2,0,49
1509,9496.0,F,M,2,0,15
1510,9495.0,F,F,1,0,32
1512,9493.0,F,M,2,0,23
1513,9492.0,F,F,1,0,45
1514,9491.0,F,M,2,0,34
1515,9490.0,F,M,2,0,15
1517,9488.0,F,M,2,0,60
1518,9487.0,F,F,1,0,36
1519,9486.0,F,M,2,0,43
1523,9482.0,F,F,1,0,75
1524,9481.0,F,F,1,0,35
1526,9479.0,F,M,2,0,57
1528,9477.0,F,M,2,0,45
1529,9476.0,F,F,1,0,40
1530,9475.0,F,F,1,0,50
1531,9474.0,F,F,1,0,44
1532,9473.0,F,F,1,0,58
1533,9472.0,F,F,1,0,25
1534,9471.0,F,M,2,0,31
1536,9469.0,F,M,2,0,15
1537,9468.0,F,M,2,0,34
1538,9467.0,F,F,1,0,37
1539,9466.0,F,F,1,0,49
1540,9465.0,F,M,2,0,75
1542,9463.0,F,M,2,0,67
1543,9462.0,J,E,0,1,15
1546,9459.0,F,F,1,0,50
1547,9458.0,F,F,1,0,32
1548,9457.0,F,F,1,0,41
1550,9455.0,F,F,1,0,41
1552,9453.0,F,M,2,0,15
1555,9450.0,F,M,2,0,50
1556,9449.0,F,F,1,0,65
1557,9448.0,F,M,2,0,45
1558,9447.0,F,F,1,0,54
1559,9446.0,F,M,2,0,27
1562,9443.0,F,M,2,0,56
1563,9442.0,F,F,1,0,34
1566,9439.0,F,M,2,0,44
1567,9438.0,F,M,2,0,26
1569,9436.0,F,M,2,0,52
1570,9435.0,F,F,1,0,70
1571,9434.0,F,M,2,0,70
1572,9433.0,F,M,2,0,26
1573,9432.0,F,M,2,0,60
1574,9431.0,F,F,1,0,53
1575,9430.0,F,M,2,0,70
1576,9429.0,F,F,1,0,27
1578,9427.0,F,M,2,0,42
1579,9426.0,F,M,2,0,35
1580,9425.0,F,F,1,0,26
1581,9424.0,F,M,2,0,50
1588,9423.0,F,F,1,0,15
1590,9577.0,F,F,1,0,32
1591,9576.0,F,M,2,0,35
1592,9575.0,F,M,2,0,51
1593,9574.0,F,M,2,0,65
1594,9573.0,F,M,2,0,62
1595,9572.0,F,M,2,0,15
1596,9571.0,F,F,1,0,23
1597,9570.0,F,F,1,0,15
1598,9569.0,F,M,2,0,62
1599,9568.0,F,M,2,0,28
1600,9567.0,F,M,2,0,75
1601,9566.0,F,M,2,0,54
1602,9565.0,F,F,1,0,51
1603,9564.0,F,F,1,0,51
1604,9563.0,F,F,1,0,59
1606,9561.0,F,M,2,0,37
1607,9560.0,F,M,2,0,45
1609,9558.0,F,M,2,0,29
1610,9557.0,F,F,1,0,50
1611,9556.0,F,M,2,0,65
1615,9552.0,F,F,1,0,22
1618,9549.0,F,F,1,0,53
1621,9546.0,F,M,2,0,33
1622,9545.0,F,M,2,0,38
1623,9544.0,F,M,2,0,58
1625,9542.0,F,M,2,0,57
1628,9539.0,F,M,2,0,24
1631,9536.0,F,F,1,0,31
1632,9535.0,F,M,2,0,71
1633,9534.0,F,F,1,0,53
1635,9532.0,F,M,2,0,42
1637,9530.0,F,F,1,0,54
1638,9529.0,F,M,2,0,39
1639,9528.0,F,F,1,0,23
1640,9527.0,F,M,2,0,40
1641,9526.0,F,F,1,0,61
1643,9524.0,F,M,2,0,22
1644,9523.0,F,F,1,0,48
1646,9521.0,F,F,1,0,37
1647,9520.0,F,M,2,0,47
1649,9518.0,F,M,2,0,50
1654,9513.0,F,F,1,0,61
1656,9511.0,F,M,2,0,44
1658,9509.0,F,M,2,0,46
1660,9501.0,F,F,1,0,44
1661,9502.0,F,M,2,0,15
1662,9503.0,F,F,1,0,31
1663,9504.0,F,F,1,0,27
1664,9505.0,F,M,2,0,67
1665,9506.0,F,M,2,0,47
1666,9507.0,F,F,1,0,66
1667,9508.0,F,F,1,0,40
1668,9649.0,F,F,1,0,15
1669,9648.0,F,M,2,0,34
1670,9647.0,F,F,1,0,33
1673,9644.0,F,M,2,0,69
1674,9643.0,F,M,2,0,18
1675,9642.0,F,F,1,0,50
1676,9641.0,F,F,1,0,61
1677,9640.0,F,F,1,0,40
1678,9639.0,F,F,1,0,52
1680,9637.0,F,M,2,0,75
1681,9636.0,F,M,2,0,50
1682,9635.0,F,M,2,0,34
1685,9632.0,F,M,2,0,57
1686,9631.0,F,F,1,0,27
1688,9629.0,F,M,2,0,35
1689,9628.0,F,F,1,0,28
1691,9626.0,F,F,1,0,36
1693,9624.0,F,M,2,0,52
1695,9622.0,F,F,1,0,51
1696,9621.0,F,F,1,0,58
1699,9618.0,F,M,2,0,75
1700,9617.0,F,F,1,0,55
1701,9616.0,F,M,2,0,75
1702,9615.0,F,F,1,0,57
1703,9614.0,F,M,2,0,49
1705,9612.0,F,M,2,0,55
1706,9611.0,F,F,1,0,43
1707,9610.0,F,M,2,0,26
1709,9608.0,F,M,2,0,15
1710,9607.0,F,F,1,0,55
1711,9606.0,F,F,1,0,57
1713,9604.0,F,M,2,0,72
1716,9601.0,F,F,1,0,50
1717,9600.0,F,M,2,0,32
1718,9599.0,F,M,2,0,47
1719,9598.0,F,M,2,0,15
1720,9597.0,F,F,1,0,39
1721,9596.0,F,M,2,0,58
1723,9594.0,F,M,2,0,25
1724,9593.0,F,F,1,0,35
1728,9589.0,F,M,2,0,45
1729,9588.0,F,F,1,0,70
1730,9587.0,F,M,2,0,20
1731,9586.0,F,F,1,0,41
1733,9584.0,F,M,2,0,57
1734,9583.0,F,M,2,0,35
1736,9580.0,F,F,1,0,37
1737,9581.0,F,F,1,0,39
1739,9726.0,F,M,2,0,51
1740,9725.0,F,F,1,0,44
1741,9724.0,F,M,2,0,22
1742,9723.0,F,F,1,0,44
1743,9722.0,F,F,1,0,67
1744,9721.0,F,F,1,0,52
1745,9720.0,F,F,1,0,53
1747,9718.0,F,M,2,0,50
1748,9717.0,F,M,2,0,66
1749,9716.0,F,M,2,0,15
1750,9715.0,F,M,2,0,50
1751,9714.0,F,F,1,0,30
1753,9713.0,F,F,1,0,62
1754,9711.0,F,M,2,0,15
1755,9710.0,F,F,1,0,53
1756,9709.0,F,F,1,0,47
1759,9706.0,F,M,2,0,21
1760,9705.0,F,M,2,0,50
1761,9704.0,F,M,2,0,58
1762,9703.0,F,M,2,0,31
1763,9702.0,F,F,1,0,50
1764,9701.0,F,M,2,0,45
1765,9700.0,F,M,2,0,49
1767,9698.0,F,M,2,0,56
1769,9696.0,F,F,1,0,49
1770,9695.0,F,M,2,0,69
1771,9694.0,J,F,1,1,36
1774,9691.0,F,M,2,0,43
1775,9690.0,F,F,1,0,71
1776,9689.0,F,M,2,0,32
1777,9688.0,F,F,1,0,41
1778,9687.0,F,M,2,0,55
1779,9686.0,F,F,1,0,55
1780,9685.0,F,F,1,0,29
1783,9682.0,F,F,1,0,19
1784,9681.0,F,F,1,0,47
1785,9680.0,F,M,2,0,33
1786,9679.0,F,M,2,0,48
1789,9676.0,F,F,1,0,50
1792,9673.0,F,M,2,0,55
1794,9671.0,F,F,1,0,35
1795,9670.0,F,M,2,0,63
1796,9669.0,F,F,1,0,39
1797,9668.0,F,F,1,0,15
1799,9666.0,F,M,2,0,27
1800,9665.0,F,M,2,0,41
1801,9664.0,F,M,2,0,65
1802,9663.0,F,M,2,0,15
1803,9662.0,F,M,2,0,35
1804,9661.0,F,F,1,0,48
1806,9659.0,F,F,1,0,37
1807,9658.0,F,F,1,0,21
1808,9657.0,F,F,1,0,39
1809,9656.0,F,F,1,0,44
1810,9650.0,F,F,1,0,50
1811,9651.0,F,M,2,0,62
1812,9652.0,F,M,2,0,40
1814,9654.0,F,F,1,0,70
1815,9655.0,F,M,2,0,48
1816,9811.0,F,M,2,0,38
1819,9808.0,F,F,1,0,41
1822,9805.0,F,F,1,0,26
1825,9802.0,F,M,2,0,68
1828,9799.0,F,F,1,0,67
1829,9798.0,F,M,2,0,37
1830,9797.0,F,F,1,0,33
1832,9795.0,F,F,1,0,15
1833,9794.0,F,M,2,0,49
1835,9792.0,F,M,2,0,33
1836,9791.0,F,M,2,0,42
1838,9789.0,F,M,2,0,68
1840,9787.0,F,F,1,0,25
1841,9786.0,F,M,2,0,50
1842,9785.0,F,M,2,0,35
1843,9784.0,F,F,1,0,15
1844,9783.0,F,F,1,0,75
1845,9782.0,F,F,1,0,30
1846,9781.0,F,F,1,0,50
1847,9780.0,F,M,2,0,33
1848,9779.0,F,M,2,0,28
1849,9778.0,F,M,2,0,44
1851,9776.0,F,M,2,0,59
1853,9774.0,F,M,2,0,36
1857,9770.0,F,M,2,0,71
1858,9769.0,F,F,1,0,64
1859,9768.0,F,M,2,0,30
1861,9766.0,F,M,2,0,23
1862,9765.0,F,M,2,0,15
1863,9764.0,F,M,2,0,47
1864,9763.0,F,M,2,0,50
1865,9762.0,F,M,2,0,20
1866,9761.0,F,F,1,0,42
1868,9759.0,F,M,2,0,46
1869,9758.0,F,M,2,0,15
1870,9757.0,F,M,2,0,34
1871,9756.0,F,M,2,0,15
1872,9755.0,F,M,2,0,64
1875,9752.0,F,M,2,0,45
1877,9750.0,F,F,1,0,48
1879,9748.0,F,F,1,0,29
1882,9745.0,F,M,2,0,69
1884,9743.0,F,F,1,0,51
1885,9742.0,F,F,1,0,35
1886,9741.0,F,F,1,0,41
1887,9740.0,F,M,2,0,50
1888,9739.0,F,F,1,0,50
1889,9727.0,F,F,1,0,43
1890,9728.0,F,M,2,0,15
1894,9732.0,F,M,2,0,15
1895,9733.0,F,F,1,0,75
1896,9734.0,F,F,1,0,55
1897,9735.0,F,M,2,0,49
1898,9736.0,F,F,1,0,49
1900,9738.0,F,M,2,0,49
1901,9901.0,F,M,2,0,45
1902,9900.0,F,M,2,0,59
1903,9899.0,F,M,2,0,42
1905,9897.0,F,F,1,0,49
1907,9895.0,F,F,1,0,38
1908,9894.0,F,M,2,0,25
1909,9893.0,F,M,2,0,45
1911,9891.0,F,M,2,0,45
1926,9876.0,F,F,1,0,67
1928,9874.0,F,F,1,0,61
1929,9873.0,F,F,1,0,53
1930,9872.0,F,F,1,0,25
1933,9869.0,F,F,1,0,75
1934,9868.0,F,M,2,0,73
1935,9867.0,F,F,1,0,36
1936,9866.0,F,M,2,0,44
1937,9865.0,F,M,2,0,53
1939,9863.0,F,F,1,0,67
1940,9862.0,F,F,1,0,69
1941,9861.0,F,F,1,0,63
1942,9860.0,F,F,1,0,40
1944,9858.0,F,M,2,0,43
1945,9857.0,F,M,2,0,75
1946,9856.0,F,F,1,0,55
1948,9854.0,F,F,1,0,66
1949,9853.0,F,M,2,0,40
1950,9852.0,F,M,2,0,39
1953,9849.0,F,M,2,0,38
1954,9848.0,F,M,2,0,44
1959,9843.0,F,M,2,0,15
1960,9842.0,F,M,2,0,37
1962,9840.0,F,F,1,0,66
1963,9839.0,F,M,2,0,15
1964,9838.0,F,M,2,0,43
1965,9837.0,F,M,2,0,29
1966,9836.0,F,M,2,0,50
1968,9834.0,F,M,2,0,38
1971,9831.0,F,F,1,0,57
1972,9830.0,F,M,2,0,15
1973,9829.0,F,M,2,0,15
1974,9827.0,F,F,1,0,28
1975,9828.0,F,F,1,0,62
1977,9813.0,F,F,1,0,58
1982,9818.0,F,M,2,0,31
1983,9819.0,F,F,1,0,75
1984,9820.0,F,M,2,0,56
1985,9821.0,F,F,1,0,63
1986,9822.0,F,F,1,0,47
1987,9823.0,F,F,1,0,33
1988,9824.0,F,F,1,0,34
1989,9825.0,F,F,1,0,37
1990,9826.0,F,M,2,0,30
1994,9972.0,F,M,2,0,49
1999,9967.0,F,F,1,0,56
2001,9965.0,F,M,2,0,31
2002,9964.0,F,F,1,0,60
2004,9962.0,F,F,1,0,51
2005,9961.0,F,M,2,0,44
2006,9960.0,F,F,1,0,55
2007,9959.0,F,F,1,0,56
2011,9955.0,F,F,1,0,41
2012,9954.0,F,F,1,0,48
2015,9951.0,F,M,2,0,24
2016,9950.0,F,M,2,0,15
2018,9948.0,F,M,2,0,57
2019,9947.0,F,F,1,0,28
2020,9946.0,F,M,2,0,23
2021,9945.0,F,M,2,0,49
2030,9936.0,F,F,1,0,33
2033,9933.0,F,F,1,0,15
2034,9932.0,F,M,2,0,23
2035,9931.0,F,M,2,0,65
2038,9928.0,F,F,1,0,67
2039,9927.0,F,M,2,0,36
2040,9926.0,F,F,1,0,58
2054,9912.0,F,M,2,0,40
2055,9911.0,F,F,1,0,42
2056,9910.0,F,M,2,0,48
2057,9909.0,F,F,1,0,25
2058,9908.0,F,M,2,0,47
2060,9906.0,F,F,1,0,35
2063,9903.0,F,F,1,0,15
2065,10063.0,F,F,1,0,31
2069,10059.0,F,F,1,0,27
2071,10057.0,F,F,1,0,15
2072,10056.0,F,F,1,0,67
2073,10055.0,F,M,2,0,34
2074,10054.0,F,M,2,0,37
2076,10052.0,F,F,1,0,46
2077,10051.0,F,F,1,0,66
2087,10041.0,F,M,2,0,15
2094,10034.0,F,M,2,0,40
2095,10033.0,F,F,1,0,33
2097,10031.0,F,F,1,0,73
2098,10030.0,F,M,2,0,35
2100,10028.0,F,F,1,0,46
2102,10026.0,F,M,2,0,45
2103,10025.0,F,M,2,0,41
2105,10023.0,F,M,2,0,56
2106,10022.0,F,F,1,0,73
2107,10021.0,F,F,1,0,62
2108,10020.0,F,F,1,0,31
2109,10019.0,F,F,1,0,35
2110,10018.0,F,M,2,0,15
2112,10016.0,F,M,2,0,54
2117,10011.0,F,M,2,0,75
2123,10005.0,F,M,2,0,39
2125,10003.0,F,M,2,0,47
2127,10001.0,F,F,1,0,27
2128,10000.0,F,M,2,0,63
2130,9998.0,F,M,2,0,67
2131,9997.0,F,F,1,0,36
2132,9996.0,F,F,1,0,15
2133,9995.0,F,M,2,0,39
2134,9994.0,F,F,1,0,32
2135,9993.0,F,M,2,0,51
2136,9992.0,F,M,2,0,75
2137,9991.0,F,F,1,0,29
2139,9989.0,F,M,2,0,46
2143,9985.0,F,F,1,0,60
2147,9978.0,F,M,2,0,50
2148,9979.0,F,M,2,0,42
2150,9981.0,F,F,1,0,51
2151,9982.0,F,F,1,0,15
2153,10138.0,F,F,1,0,75
2154,10137.0,F,M,2,0,55
2156,10135.0,F,F,1,0,31
2158,10133.0,F,F,1,0,64
2159,10132.0,F,F,1,0,37
2160,10131.0,F,M,2,0,40
2161,10130.0,F,M,2,0,40
2162,10129.0,F,F,1,0,36
2165,10125.0,F,M,2,0,31
2166,10126.0,F,F,1,0,49
2168,10123.0,F,F,1,0,60
2169,10122.0,F,M,2,0,53
2170,10121.0,F,F,1,0,60
2171,10120.0,F,M,2,0,43
2172,10119.0,F,M,2,0,15
2174,10117.0,F,M,2,0,27
2176,10115.0,F,M,2,0,49
2177,10114.0,F,M,2,0,27
2179,10112.0,F,F,1,0,15
2183,10108.0,F,F,1,0,40
2184,10107.0,F,F,1,0,37
2185,10106.0,F,F,1,0,44
2186,10105.0,F,M,2,0,55
2187,10104.0,F,M,2,0,57
2188,10103.0,F,M,2,0,72
2189,10102.0,F,F,1,0,60
2190,10101.0,F,M,2,0,31
2191,10100.0,F,M,2,0,29
2195,10096.0,F,F,1,0,29
2196,10095.0,F,M,2,0,43
2197,10094.0,F,F,1,0,63
2198,10093.0,F,M,2,0,62
2199,10092.0,F,F,1,0,44
2203,10088.0,F,F,1,0,43
2207,10084.0,F,M,2,0,55
2209,10082.0,F,F,1,0,56
2210,10081.0,F,M,2,0,57
2219,10072.0,F,M,2,0,40
2220,10071.0,F,M,2,0,50
2221,10070.0,F,F,1,0,54
2222,10069.0,F,F,1,0,36
2224,10064.0,F,M,2,0,21
2227,10067.0,F,F,1,0,47
2228,10213.0,F,F,1,0,47
2229,10212.0,F,M,2,0,50
2230,10211.0,F,M,2,0,45
2232,10209.0,F,M,2,0,29
2233,10208.0,F,F,1,0,56
2236,10205.0,F,M,2,0,66
2237,10204.0,F,F,1,0,29
2238,10203.0,F,M,2,0,33
2239,10202.0,F,F,1,0,37
2240,10201.0,F,F,1,0,63
2241,10200.0,J,E,0,1,15
2242,10199.0,F,M,2,0,49
2246,10195.0,F,F,1,0,33
2247,10194.0,F,F,1,0,38
2248,10193.0,F,F,1,0,75
2249,10192.0,F,F,1,0,39
2250,10191.0,F,M,2,0,75
2251,10190.0,F,M,2,0,38
2252,10189.0,F,M,2,0,75
2256,10185.0,F,M,2,0,15
2257,10184.0,F,M,2,0,34
2258,10183.0,F,M,2,0,60
2259,10182.0,J,E,0,1,15
2260,10181.0,J,E,0,1,15
2262,10179.0,J,E,0,1,15
2263,10178.0,J,E,0,1,16
2264,10177.0,F,F,1,0,28
2265,10176.0,F,F,1,0,55
2266,10175.0,F,M,2,0,56
2267,10174.0,F,M,2,0,65
2270,10171.0,F,M,2,0,35
2271,10170.0,F,M,2,0,48
2272,10169.0,F,F,1,0,75
2274,10167.0,F,F,1,0,45
2275,10166.0,F,F,1,0,40
2276,10165.0,J,E,0,1,23
2277,10164.0,F,F,1,0,25
2279,10162.0,F,F,1,0,36
2282,10159.0,F,M,2,0,61
2283,10158.0,F,F,1,0,60
2284,10157.0,F,F,1,0,21
2285,10156.0,F,F,1,0,71
2288,10153.0,F,M,2,0,15
2289,10152.0,F,F,1,0,44
2291,10150.0,J,E,0,1,15
2292,10149.0,J,E,0,1,43
2293,10148.0,F,F,1,0,26
2294,10147.0,F,M,2,0,15
2295,10146.0,F,F,1,0,53
2296,10145.0,F,M,2,0,51
2297,10144.0,F,M,2,0,69
2298,10143.0,F,F,1,0,39
2299,10142.0,F,F,1,0,41
2300,10139.0,F,M,2,0,50
2301,10140.0,F,M,2,0,75
2302,10141.0,F,M,2,0,38
2304,10288.0,F,F,1,0,30
2305,10287.0,J,E,0,1,41
2306,10286.0,F,M,2,0,66
2307,10285.0,F,F,1,0,33
2309,10283.0,F,F,1,0,25
2311,10281.0,F,M,2,0,59
2312,10280.0,F,F,1,0,28
2313,10279.0,F,F,1,0,65
2315,10277.0,F,F,1,0,68
2316,10276.0,F,M,2,0,15
2317,10275.0,F,M,2,0,48
2318,10274.0,F,F,1,0,73
2320,10272.0,J,E,0,1,15
2321,10271.0,J,E,0,1,39
2323,10269.0,F,M,2,0,15
2325,10267.0,J,E,0,1,34
2326,10266.0,F,F,1,0,72
2327,10265.0,F,F,1,0,50
2328,10264.0,F,M,2,0,49
2330,10262.0,F,M,2,0,73
2331,10261.0,F,M,2,0,75
2333,10259.0,F,M,2,0,48
2334,10258.0,F,F,1,0,59
2335,10257.0,F,F,1,0,15
2336,10256.0,F,F,1,0,15
2340,10252.0,F,M,2,0,45
2342,10250.0,F,M,2,0,64
2343,10249.0,F,F,1,0,52
2346,10246.0,F,F,1,0,62
2347,10245.0,F,F,1,0,36
2349,10243.0,F,M,2,0,45
2350,10242.0,F,M,2,0,70
2351,10241.0,F,M,2,0,27
2354,10238.0,F,M,2,0,75
2357,10235.0,F,F,1,0,18
2359,10233.0,J,E,0,1,24
2360,10232.0,F,M,2,0,62
2361,10231.0,F,M,2,0,55
2362,10230.0,F,F,1,0,37
2363,10229.0,F,F,1,0,23
2365,10227.0,F,M,2,0,56
2366,10226.0,J,E,0,1,26
2367,10225.0,F,F,1,0,29
2368,10224.0,F,F,1,0,49
2370,10222.0,F,F,1,0,51
2372,10220.0,F,M,2,0,47
2375,10215.0,J,E,0,1,25
2376,10216.0,F,M,2,0,15
2377,10217.0,F,M,2,0,28
2379,10367.0,F,F,1,0,50
2382,10364.0,F,M,2,0,57
2385,10361.0,F,F,1,0,34
2389,10357.0,F,M,2,0,70
2391,10355.0,F,F,1,0,15
2392,10354.0,F,M,2,0,75
2393,10353.0,F,F,1,0,68
2394,10352.0,F,F,1,0,66
2396,10350.0,F,F,1,0,62
2397,10349.0,F,F,1,0,65
2398,10348.0,F,M,2,0,42
2399,10347.0,F,F,1,0,72
2400,10346.0,F,M,2,0,30
2401,10345.0,F,F,1,0,53
2404,10342.0,F,M,2,0,59
2405,10341.0,F,M,2,0,69
2406,10340.0,F,F,1,0,59
2410,10336.0,F,F,1,0,37
2411,10335.0,J,E,0,1,53
2412,10334.0,J,E,0,1,42
2413,10333.0,J,E,0,1,15
2414,10332.0,F,F,1,0,15
2415,10331.0,F,M,2,0,34
2416,10330.0,F,F,1,0,24
2417,10329.0,F,M,2,0,38
2419,10327.0,F,M,2,0,30
2420,10326.0,F,F,1,0,39
2421,10325.0,F,M,2,0,40
2422,10324.0,F,M,2,0,33
2423,10323.0,F,M,2,0,34
2424,10322.0,F,M,2,0,56
2425,10321.0,F,M,2,0,15
2427,10319.0,F,M,2,0,30
2428,10318.0,J,E,0,1,29
2432,10314.0,F,F,1,0,64
2433,10313.0,F,M,2,0,59
2435,10311.0,F,F,1,0,31
2436,10310.0,F,M,2,0,36
2437,10309.0,F,F,1,0,42
2438,10308.0,F,F,1,0,61
2439,10307.0,F,M,2,0,38
2440,10306.0,F,M,2,0,37
2443,10303.0,F,M,2,0,48
2444,10302.0,F,M,2,0,50
2445,10301.0,F,F,1,0,75
2447,10299.0,J,E,0,1,15
2448,10298.0,F,M,2,0,26
2449,10297.0,F,M,2,0,75
2451,10295.0,F,F,1,0,62
2452,10294.0,F,M,2,0,52
2453,10290.0,F,M,2,0,36
2455,10292.0,F,M,2,0,55
2456,10293.0,J,E,0,1,31
2457,10436.0,F,M,2,0,46
2459,10434.0,F,M,2,0,56
2460,10433.0,F,M,2,0,54
2462,10431.0,F,M,2,0,75
2463,10430.0,F,M,2,0,27
2464,10429.0,F,F,1,0,55
2465,10428.0,F,F,1,0,53
2466,10427.0,F,M,2,0,51
2467,10426.0,F,F,1,0,41
2468,10425.0,F,F,1,0,62
2471,10422.0,F,M,2,0,60
2472,10421.0,F,F,1,0,52
2473,10420.0,F,F,1,0,15
2474,10419.0,F,F,1,0,66
2475,10418.0,F,F,1,0,33
2476,10417.0,F,F,1,0,55
2478,10415.0,F,F,1,0,62
2479,10414.0,F,F,1,0,50
2480,10413.0,F,F,1,0,40
2481,10412.0,F,M,2,0,63
2482,10411.0,F,M,2,0,48
2483,10410.0,F,M,2,0,53
2484,10409.0,F,F,1,0,15
2485,10408.0,F,F,1,0,31
2486,10407.0,F,M,2,0,15
2487,10406.0,F,F,1,0,34
2488,10405.0,F,M,2,0,75
2490,10403.0,F,M,2,0,29
2492,10401.0,F,M,2,0,51
2494,10399.0,F,F,1,0,44
2497,10396.0,F,F,1,0,38
2498,10395.0,F,M,2,0,30
2499,10394.0,F,M,2,0,62
2500,10393.0,F,M,2,0,38
2502,10391.0,F,F,1,0,46
2503,10390.0,F,M,2,0,43
2504,10389.0,F,M,2,0,58
2505,10388.0,F,F,1,0,34
2506,10387.0,F,F,1,0,42
2508,10385.0,F,M,2,0,51
2509,10384.0,F,M,2,0,50
2510,10383.0,F,F,1,0,62
2512,10381.0,F,M,2,0,63
2514,10379.0,F,M,2,0,63
2516,10377.0,F,M,2,0,15
2517,10376.0,F,F,1,0,42
2518,10375.0,F,F,1,0,75
2519,10374.0,F,M,2,0,75
2520,10373.0,F,M,2,0,41
2521,10372.0,F,F,1,0,47
2522,10371.0,F,M,2,0,72
2523,10370.0,F,M,2,0,75
2524,10368.0,F,M,2,0,48
2525,10369.0,F,F,1,0,27
2526,10522.0,F,M,2,0,49
2527,10521.0,F,M,2,0,63
2530,10518.0,F,M,2,0,26
2531,10517.0,F,M,2,0,15
2534,10514.0,F,F,1,0,38
2536,10512.0,F,M,2,0,36
2537,10511.0,F,F,1,0,32
2538,10510.0,F,F,1,0,59
2541,10507.0,F,F,1,0,50
2543,10505.0,F,F,1,0,56
2544,10504.0,F,M,2,0,62
2545,10503.0,F,F,1,0,60
2547,10501.0,F,F,1,0,57
2548,10500.0,F,F,1,0,28
2549,10499.0,F,F,1,0,29
2550,10498.0,F,F,1,0,57
2551,10497.0,J,E,0,1,32
2554,10494.0,F,M,2,0,70
2555,10493.0,F,M,2,0,55
2557,10491.0,F,F,1,0,35
2558,10490.0,F,F,1,0,63
2559,10489.0,F,M,2,0,15
2560,10488.0,F,M,2,0,68
2561,10487.0,F,M,2,0,27
